Add option for case-insensitive Parquet field resolution,Spark 2.1.0 breaks some Hive tables backed by case-sensitive data files
loading hive jars from the local repo which has already downloaded,Customizable remote repository url for hive versions unit test
ORC tables cannot be read when they contain char/varchar columns,Issue with reading Hive ORC tables having char/varchar columns in Spark SQL
add a config for tableRelation cache size in SessionCatalog,Authorization Support(on all operations not only DDL) in Spark Sql version 2.1.0
pyspark.sql.types._verify_type() exceptions too broad to debug collections or nested data,Improve error message in verify_type to indicate which field the error is for
codegen for compare structs fails,codegen bug surfaced by GraphFrames issue 165
Error with embedded line break (multi-line record) in csv file.,multi line support for CSV
Make NaN/null handling consistent in approxQuantile,approxQuantiles throws "next on empty iterator" on empty data
Fix a http error in a paged table when using a `Go` button to search.,In the page of 'jobs' or 'stages' of history server web ui;;click the 'Go' button;  query paging data; the page error
structured streaming job restart bug,HDFSBackedStateStoreProvider fails to overwrite existing file
Spark on Yarn Credentials File set to different application directory,Streaming applications read stale credentials file when recovering from checkpoint.
Join a streaming DataFrame with a batch DataFrame may not work,Ensure all leaf nodes that are derived from streaming sources have isStreaming=true
OrcGetSplits fails with 0 size files,NullPointerException on zero-size ORC file
HiveClientImpl does not work with Hive 2.2.0 metastore,
Add OneTime trigger executor,Spark structured steaming from kafka - last message processed again after resume from checkpoint
Support Dynamic Partition Inserts params with SET command,set hive.exec.max.dynamic.partitions lose effect
Add from_json in FunctionRegistry,Add from_json APIs to SQL
Add map_keys and map_values functions  to Python ,Support map_keys and map_values functions in DataSet
Add map_keys and map_values functions  to Python ,add spark.sql.functions.map_keys and spark.sql.functions.map_values
Using real user to connect HiveMetastore in HiveClientImpl,proxy-user failed connecting to a kerberos configured metastore
Spark Hive tests aborted due to lz4-java on ppc64le,Update  lz4-java to remove custom LZ4BlockInputStream
impossible to read a whole kafka topic using kafka 0.10 and spark 2.0.0 ,impossible to set kafka offsets using kafka 0.10 and spark 2.0.0
Trigger without delay when falling behind ,Execute next trigger immediately if previous batch took longer than trigger interval
Unexpected Cartesian product when using eqNullSafe in join with a derived table,Join with null safe equality fails with AnalysisException
Java String toLowerCase "Turkish locale bug" causes Spark problems,JVM locale affects SQL type names 
DataFrameWriter operations do not show up in SQL tab,No SQL tab in Spark UI
query optimizer calls udf with null values when it doesn't expect them,Catalyst EliminateOuterJoin optimization can cause NPE
Broaden support for Hive partition pruning predicate pushdown,Hive partition filter very slow
DAGScheduler sends SparkListenerTaskEnd before updating task's accumulators,SparkListenerTaskEnd.taskInfo.accumulables might not be accurate
Support squared hinge loss (L2 loss) for LinearSVC,
Unioning two identical Streaming DataFrames fails during attribute resolution,Within the same streaming query; one StreamingRelation should only be transformed to one StreamingExecutionRelation
pyspark.sql.utils.IllegalArgumentException: u'DecisionTreeClassifier was given input with invalid label column label; without the number of classes specified. See StringIndexer,
Worker should not use the received Master address,Spark master shouldn't send its address back to the workers over proxied connections
Speed up the restart of HistoryServer using ApplicationAttemptInfo checkpointing,Spark history Server load too slow when eventlog is large
Make rpc timeout and retry for shuffle registration configurable,External shuffle server timeout
 Destroy broadcasted centers after computing cost,Remove unused param in `LDAModel.getTopicDistributionMethod`
Parallel One vs. Rest Classifier,Parallel One vs. Rest Classifier Scala
fix the potential OOM in UnsafeExternalSorter,OutOfMemoryError on very small data sets
Allow filter pushdown filters through non deterministic functions for columns involved in groupby / join,
Master/Worker should handle and shutdown when any thread gets UncaughtException,Set SparkUncaughtExceptionHandler to the Master
pmod(number; 0) should  be null,Pmod should not throw a divide by zero exception
Upgrade to Py4J 0.10.6,new pyspark release
YARN can allocate too many executors,Spark may request extra containers if the rpc between YARN and spark is too fast
spark (pyspark) crashes unpredictably when using show() or toPandas(),Multiple projections with CASE WHEN fails to run generated codes
Multiple projections with CASE WHEN fails to run generated codes,Support code generation also for complex CASE WHEN
Add doc and example for FeatureHasher,Add ML Examples for FeatureHasher
Mark LocalTableScanExec's input data transient,Fix StackOverflowError on MetadataOnlyQuery
Fix bug of strong wolfe linesearch `init` parameter lose effectiveness,Multinomial logistic regression model fitting fails with ERROR StrongWolfeLineSearch
Fix bug of strong wolfe linesearch `init` parameter lose effectiveness,inconsistent behavior of AFTsurvivalRegression algorithm
Audit the places calling HDFSMetadataLog.get,Structured streaming terminates with Exception 
Collecting column statistics for datasource tables may fail with java.util.NoSuchElementException,analyze hive table compute stats for columns with mixed case exception
Let IntelliJ IDEA correctly detect Language level and Target byte code version,Explicitly specify Java version in maven compiler plugin so IntelliJ imports project correctly
Corrupt records are not handled properly when creating a dataframe from a file,Count after filtering uncached CSV for isnull(columnNameOfCorruptRecord) always 0
Filter predicate with many conditions throw stackoverflow error,Janino throws StackOverflowError on nested structs with many fields
FileFormatWriter/BasicWriteTaskStatsTracker metrics collection fails if a new file isn't yet visible,Writing empty dataset fails with ORC format
Incorrect executor request in case of dynamic allocation,
SinglePartition optimizations break certain Streaming Stateful Aggregation requirements,FileNotFoundException while reading from Kafka
ConcurrentModificationException - Spark Streaming,
Update checkstyle to 8.2; enable it; fix violations,
percentile_approx should choose the first element if it already reaches the percentage,Improve percentile_approx by not rounding up targetError and starting from index 0
ObjectHashAggregate introduces unnecessary shuffle,Unnecessary repartitioning
splitExpression can create too many method calls (generating a Constant Pool limit error),64KB JVM bytecode limit problem with GLM
streaming job failed to restart from checkpoint,streaming job failed to restart from checkpoint
Postgresql UUID[] to Cassandra: Conversion Error,
HDFSBackedStateStoreProvider stackoverflow due to reloading of very old state,HDFSBackedStateStoreProvider fails with StackOverflowException when attempting to recover state
Upgrade Arrow to version 0.8.0,Upgrade Arrow to 0.8.0
Partition directories with leading 0s cause wrong results,
Spark download page doesn't update package name based package type,Download page - updating package type does nothing
Use position() and limit() to fix ambiguity issue in scala-2.12,Run spark-sql in scala-2.12 and JDK9
Use position() and limit() to fix ambiguity issue in scala-2.12,Fix the putAll compile error when compiling with scala-2.12 and jdk9
Make MicroBatchExecution also support MicroBatchRead/WriteSupport,Support v2 streaming sources and sinks in MicroBatchExecution
OneVsRestModel does not work with Structured Streaming,OneVsRestModel transform on streaming data failed.
